Antibiotic,CASRN,level,name,Genus,MSC,PAF,Imputation
Ertapenem,153832-46-3,species,Bacteroides fragilis,Bacteroides,0.00535428577358394,0.7333333333333333,FALSE
Ertapenem,153832-46-3,genus,Bacteroides,Bacteroides,0.00535428577358394,0.6875,FALSE
Ertapenem,153832-46-3,species,Clostridium difficile,Clostridium,0.3405199999627928,0.9666666666666667,FALSE
Ertapenem,153832-46-3,genus,Clostridium,Clostridium,0.3405199999627928,1,FALSE
Ertapenem,153832-46-3,species,Enterobacter cloacae,Enterobacter,9.214850617968668e-4,0.3,FALSE
Ertapenem,153832-46-3,genus,Enterobacter,Enterobacter,9.214850617968668e-4,0.25,FALSE
Ertapenem,153832-46-3,species,Enterococcus faecalis,Enterococcus,0.3195691649220806,0.9333333333333333,FALSE
Ertapenem,153832-46-3,genus,Enterococcus,Enterococcus,0.3195691649220806,0.9375,FALSE
Ertapenem,153832-46-3,species,Escherichia coli,Escherichia,4.085566449461116e-4,0.06666666666666667,FALSE
Ertapenem,153832-46-3,species,Escherichia coli NCTC 13846,Escherichia,0.00177394261422544,0.6,FALSE
Ertapenem,153832-46-3,genus,Escherichia,Escherichia,8.513260496395507e-4,0.1875,FALSE
Ertapenem,153832-46-3,species,Haemophilus influenzae,Haemophilus,0.00195523424409102,0.6333333333333333,FALSE
Ertapenem,153832-46-3,species,Haemophilus parainfluenzae,Haemophilus,0.00130883433192633,0.5,FALSE
Ertapenem,153832-46-3,genus,Haemophilus,Haemophilus,0.00159971175704386,0.625,FALSE
Ertapenem,153832-46-3,species,Klebsiella aerogenes,Klebsiella,9.899929455097478e-4,0.4,FALSE
Ertapenem,153832-46-3,species,Klebsiella oxytoca,Klebsiella,5.731432019390437e-4,0.1,FALSE
Ertapenem,153832-46-3,species,Klebsiella pneumoniae,Klebsiella,6.161100027360722e-4,0.13333333333333333,FALSE
Ertapenem,153832-46-3,species,Klebsiella pneumoniae ATCC 700603,Klebsiella,0.00359487260042034,0.7,FALSE
Ertapenem,153832-46-3,genus,Klebsiella,Klebsiella,0.00105878858952086,0.375,FALSE
Ertapenem,153832-46-3,species,Moraxella catarrhalis,Moraxella,6.653490773258179e-4,0.2,FALSE
Ertapenem,153832-46-3,genus,Moraxella,Moraxella,6.653490773258179e-4,0.0625,FALSE
Ertapenem,153832-46-3,species,Morganella morganii,Morganella,9.575632600127064e-4,0.36666666666666664,FALSE
Ertapenem,153832-46-3,genus,Morganella,Morganella,9.575632600127064e-4,0.3125,FALSE
Ertapenem,153832-46-3,species,Proteus mirabilis,Proteus,6.207938879317089e-4,0.16666666666666666,FALSE
Ertapenem,153832-46-3,species,Proteus vulgaris,Proteus,8.393285927525202e-4,0.26666666666666666,FALSE
Ertapenem,153832-46-3,genus,Proteus,Proteus,7.218379737497102e-4,0.125,FALSE
Ertapenem,153832-46-3,species,Providencia rettgeri,Providencia,0.00131577155065229,0.5333333333333333,FALSE
Ertapenem,153832-46-3,genus,Providencia,Providencia,0.00131577155065229,0.5625,FALSE
Ertapenem,153832-46-3,species,Pseudomonas aeruginosa,Pseudomonas,0.12319418845952972,0.9,FALSE
Ertapenem,153832-46-3,species,Pseudomonas aeruginosa ATCC 27853,Pseudomonas,0.36025907816910435,1,FALSE
Ertapenem,153832-46-3,genus,Pseudomonas,Pseudomonas,0.21066994273085352,0.875,FALSE
Ertapenem,153832-46-3,species,Serratia marcescens,Serratia,0.0011326712645935,0.4666666666666667,FALSE
Ertapenem,153832-46-3,genus,Serratia,Serratia,0.0011326712645935,0.4375,FALSE
Ertapenem,153832-46-3,species,Staphylococcus aureus,Staphylococcus,0.00355402865768637,0.6666666666666666,FALSE
Ertapenem,153832-46-3,species,Staphylococcus saprophyticus,Staphylococcus,0.05926261765333224,0.8666666666666667,FALSE
Ertapenem,153832-46-3,genus,Staphylococcus,Staphylococcus,0.01451278889357429,0.75,FALSE
Ertapenem,153832-46-3,species,Streptococcus agalactiae,Streptococcus,0.00154857785689241,0.5666666666666667,FALSE
Ertapenem,153832-46-3,species,Streptococcus anginosus,Streptococcus,0.00751495066322323,0.7666666666666667,FALSE
Ertapenem,153832-46-3,species,Streptococcus group G,Streptococcus,6.671599865071818e-4,0.23333333333333334,FALSE
Ertapenem,153832-46-3,species,Streptococcus oralis,Streptococcus,0.00113011457001947,0.43333333333333335,FALSE
Ertapenem,153832-46-3,species,Streptococcus pneumoniae,Streptococcus,2.7546956026633514e-4,0.03333333333333333,FALSE
Ertapenem,153832-46-3,species,Streptococcus pyogenes,Streptococcus,9.45518530246298e-4,0.3333333333333333,FALSE
Ertapenem,153832-46-3,genus,Streptococcus,Streptococcus,0.00114769339972028,0.5,FALSE
Erythromycin,114-07-8,species,Actinobacillus pleuropneumoniae,Actinobacillus,0.2018078304814293,0.9538461538461539,FALSE
Erythromycin,114-07-8,genus,Actinobacillus,Actinobacillus,0.2018078304814293,0.9090909090909091,FALSE
Erythromycin,114-07-8,species,Actinomyces israelii,Actinomyces,0.00241780619411255,0.12307692307692308,FALSE
Erythromycin,114-07-8,genus,Actinomyces,Actinomyces,0.00241780619411255,0.13636363636363635,FALSE
Erythromycin,114-07-8,species,Bacteroides fragilis group,Bacteroides,0.05594148478977857,0.7692307692307693,FALSE
Erythromycin,114-07-8,genus,Bacteroides,Bacteroides,0.05594148478977857,0.5909090909090909,FALSE
Erythromycin,114-07-8,species,Bifidobacterium adolescentis,Bifidobacterium,0.0019505593585549,0.046153846153846156,FALSE
Erythromycin,114-07-8,species,Bifidobacterium animalis,Bifidobacterium,6.372250084985198e-4,0.015384615384615385,FALSE
Erythromycin,114-07-8,species,Bifidobacterium bifidum,Bifidobacterium,0.0022211232767243,0.1076923076923077,FALSE
Erythromycin,114-07-8,species,Bifidobacterium longum,Bifidobacterium,0.00208490327793131,0.07692307692307693,FALSE
Erythromycin,114-07-8,genus,Bifidobacterium,Bifidobacterium,0.00154891519268702,0.045454545454545456,FALSE
Erythromycin,114-07-8,species,Bordetella bronchiseptica,Bordetella,0.3761435436515348,0.9846153846153847,FALSE
Erythromycin,114-07-8,genus,Bordetella,Bordetella,0.3761435436515348,0.9545454545454546,FALSE
Erythromycin,114-07-8,species,Campylobacter coli,Campylobacter,0.04929089221869595,0.7230769230769231,FALSE
Erythromycin,114-07-8,species,Campylobacter jejuni,Campylobacter,0.03652115760720406,0.6923076923076923,FALSE
Erythromycin,114-07-8,species,Campylobacter upsal,Campylobacter,0.11280607752298911,0.8769230769230769,FALSE
Erythromycin,114-07-8,genus,Campylobacter,Campylobacter,0.05877796837257877,0.6363636363636364,FALSE
Erythromycin,114-07-8,species,Clostridium difficile,Clostridium,0.11880331051653198,0.8923076923076924,FALSE
Erythromycin,114-07-8,genus,Clostridium,Clostridium,0.11880331051653198,0.8181818181818182,FALSE
Erythromycin,114-07-8,species,Enterococcus faecalis,Enterococcus,0.09473348659661264,0.8461538461538461,FALSE
Erythromycin,114-07-8,species,Enterococcus faecalis ATCC 29212,Enterococcus,0.22717795567971735,0.9692307692307692,FALSE
Erythromycin,114-07-8,species,Enterococcus faecium,Enterococcus,0.0496049912455138,0.7384615384615385,FALSE
Erythromycin,114-07-8,species,Enterococcus hirae,Enterococcus,0.05311771517420075,0.7538461538461538,FALSE
Erythromycin,114-07-8,genus,Enterococcus,Enterococcus,0.08677779646164109,0.6818181818181818,FALSE
Erythromycin,114-07-8,species,Haemophilus influenzae,Haemophilus,0.1503845802037461,0.9384615384615385,FALSE
Erythromycin,114-07-8,species,Haemophilus parainfluenzae,Haemophilus,0.06523116067406497,0.8,FALSE
Erythromycin,114-07-8,genus,Haemophilus,Haemophilus,0.09904423614815944,0.7727272727272727,FALSE
Erythromycin,114-07-8,species,Kingella kingae,Kingella,0.00814399239509852,0.4153846153846154,FALSE
Erythromycin,114-07-8,genus,Kingella,Kingella,0.00814399239509852,0.4090909090909091,FALSE
Erythromycin,114-07-8,species,Lactobacillus fermentum,Lactobacillus,0.03175260732385235,0.6461538461538462,FALSE
Erythromycin,114-07-8,species,Lactobacillus gasseri,Lactobacillus,0.00551436178575714,0.27692307692307694,FALSE
Erythromycin,114-07-8,species,Lactobacillus johnsonii,Lactobacillus,0.00207768935948663,0.06153846153846154,FALSE
Erythromycin,114-07-8,species,Lactobacillus lactis,Lactobacillus,0.00667156974402385,0.3384615384615385,FALSE
Erythromycin,114-07-8,species,Lactobacillus paracasei,Lactobacillus,0.01043452886749027,0.47692307692307695,FALSE
Erythromycin,114-07-8,species,Lactobacillus plantarum,Lactobacillus,0.03355233443620076,0.6615384615384615,FALSE
Erythromycin,114-07-8,species,Lactobacillus reuteri,Lactobacillus,0.01607666618740894,0.5538461538461539,FALSE
Erythromycin,114-07-8,species,Lactobacillus sakei,Lactobacillus,0.03111462923988623,0.6307692307692307,FALSE
Erythromycin,114-07-8,genus,Lactobacillus,Lactobacillus,0.01198270694854588,0.45454545454545453,FALSE
Erythromycin,114-07-8,species,Lactococcus lactis,Lactococcus,0.00667156974402385,0.3384615384615385,FALSE
Erythromycin,114-07-8,genus,Lactococcus,Lactococcus,0.00667156974402385,0.3181818181818182,FALSE
Erythromycin,114-07-8,species,Legionella pneumophila,Legionella,0.00720612208780238,0.38461538461538464,FALSE
Erythromycin,114-07-8,genus,Legionella,Legionella,0.00720612208780238,0.36363636363636365,FALSE
Erythromycin,114-07-8,species,Listeria monocytogenes,Listeria,0.019164972591444972,0.5846153846153846,FALSE
Erythromycin,114-07-8,genus,Listeria,Listeria,0.019164972591444972,0.5,FALSE
Erythromycin,114-07-8,species,Mannheimia haemolytica,Mannheimia,0.09356215033102144,0.8307692307692308,FALSE
Erythromycin,114-07-8,genus,Mannheimia,Mannheimia,0.09356215033102144,0.7272727272727273,FALSE
Erythromycin,114-07-8,species,Moraxella catarrhalis,Moraxella,0.0028172287298736,0.13846153846153847,FALSE
Erythromycin,114-07-8,genus,Moraxella,Moraxella,0.0028172287298736,0.18181818181818182,FALSE
Erythromycin,114-07-8,species,Neisseria gonorrhoeae,Neisseria,0.00504335799333513,0.24615384615384617,FALSE
Erythromycin,114-07-8,genus,Neisseria,Neisseria,0.00504335799333513,0.22727272727272727,FALSE
Erythromycin,114-07-8,species,Pasteurella multocida,Pasteurella,0.14831309271372614,0.9230769230769231,FALSE
Erythromycin,114-07-8,genus,Pasteurella,Pasteurella,0.14831309271372614,0.8636363636363636,FALSE
Erythromycin,114-07-8,species,Peptostreptococcus spp,Peptostreptococcus,0.0016372603727004,0.03076923076923077,FALSE
Erythromycin,114-07-8,genus,Peptostreptococcus,Peptostreptococcus,0.0016372603727004,0.09090909090909091,FALSE
Erythromycin,114-07-8,species,Staphylococcus aureus,Staphylococcus,0.02507839220125661,0.6153846153846154,FALSE
Erythromycin,114-07-8,species,Staphylococcus aureus ATCC 29213,Staphylococcus,0.07488778283674168,0.8153846153846154,FALSE
Erythromycin,114-07-8,species,Staphylococcus aureus MRSA,Staphylococcus,0.04748651760593471,0.7076923076923077,FALSE
Erythromycin,114-07-8,species,Staphylococcus aureus MSSA,Staphylococcus,0.0569092271064217,0.7846153846153846,FALSE
Erythromycin,114-07-8,species,Staphylococcus capitis,Staphylococcus,0.01528613540896025,0.5384615384615384,FALSE
Erythromycin,114-07-8,species,Staphylococcus epidermidis,Staphylococcus,0.01162417561169757,0.49230769230769234,FALSE
Erythromycin,114-07-8,species,Staphylococcus epidermidis MSSE,Staphylococcus,0.01499981854825783,0.5230769230769231,FALSE
Erythromycin,114-07-8,species,Staphylococcus haemolyticus,Staphylococcus,0.10324407011879376,0.8615384615384616,FALSE
Erythromycin,114-07-8,species,Staphylococcus hyicus,Staphylococcus,0.03412327202704756,0.676923076923077,FALSE
Erythromycin,114-07-8,species,Staphylococcus intermedius,Staphylococcus,0.01727226618023964,0.5692307692307692,FALSE
Erythromycin,114-07-8,species,Staphylococcus pseudintermedius,Staphylococcus,0.0245415452390707,0.6,FALSE
Erythromycin,114-07-8,species,Staphylococcus saprophyticus,Staphylococcus,0.00400804095472418,0.2,FALSE
Erythromycin,114-07-8,species,Staphylococcus warneri,Staphylococcus,0.13527441496836767,0.9076923076923077,FALSE
Erythromycin,114-07-8,genus,Staphylococcus,Staphylococcus,0.02914598906643233,0.5454545454545454,FALSE
Erythromycin,114-07-8,species,Streptococcus agalactiae,Streptococcus,0.00774886138711418,0.4,FALSE
Erythromycin,114-07-8,species,Streptococcus anginosus,Streptococcus,0.00630446344570901,0.3076923076923077,FALSE
Erythromycin,114-07-8,species,Streptococcus canis,Streptococcus,0.00416540263654508,0.2153846153846154,FALSE
Erythromycin,114-07-8,species,Streptococcus dysgalactiae,Streptococcus,0.00373208707215667,0.16923076923076924,FALSE
Erythromycin,114-07-8,species,Streptococcus equi,Streptococcus,0.00978172431262359,0.4461538461538462,FALSE
Erythromycin,114-07-8,species,Streptococcus equisimilis,Streptococcus,0.00347234007313242,0.15384615384615385,FALSE
Erythromycin,114-07-8,species,Streptococcus group G,Streptococcus,0.00380052477927427,0.18461538461538463,FALSE
Erythromycin,114-07-8,species,Streptococcus milleri,Streptococcus,0.00626103932973015,0.2923076923076923,FALSE
Erythromycin,114-07-8,species,Streptococcus oralis,Streptococcus,0.01219917903535954,0.5076923076923077,FALSE
Erythromycin,114-07-8,species,Streptococcus pneumoniae,Streptococcus,0.01023254232349175,0.46153846153846156,FALSE
Erythromycin,114-07-8,species,Streptococcus pneumoniae ATCC 49619,Streptococcus,0.00851859215546836,0.4307692307692308,FALSE
Erythromycin,114-07-8,species,Streptococcus pyogenes,Streptococcus,0.0067417774106147,0.35384615384615387,FALSE
Erythromycin,114-07-8,species,Streptococcus suis,Streptococcus,0.00499747226544316,0.23076923076923078,FALSE
Erythromycin,114-07-8,species,Streptococcus thermophilus,Streptococcus,0.00700699180501345,0.36923076923076925,FALSE
Erythromycin,114-07-8,species,Streptococcus uberis,Streptococcus,0.00219110652088747,0.09230769230769231,FALSE
Erythromycin,114-07-8,species,Streptococcus zooepidemicus,Streptococcus,0.00517638316988576,0.26153846153846155,FALSE
Erythromycin,114-07-8,genus,Streptococcus,Streptococcus,0.00582308556702209,0.2727272727272727,FALSE
Erythromycin,114-07-8,species,Yersinia enterocolitica,Yersinia,1.0113128635909936,1,FALSE
Erythromycin,114-07-8,genus,Yersinia,Yersinia,1.0113128635909936,1,FALSE
Ethambutol,74-55-5,species,Mycobacterium avium,Mycobacterium,0.34838730566392695,1,TRUE
Ethambutol,74-55-5,species,Mycobacterium intracellulare,Mycobacterium,0.15742657795403983,0.6666666666666666,TRUE
Ethambutol,74-55-5,species,Mycobacterium tuberculosis 7H9,Mycobacterium,0.14423165853658884,0.3333333333333333,TRUE
Ethambutol,74-55-5,genus,Mycobacterium,Mycobacterium,0.1992509152130124,1,TRUE
Ethionamid,536-33-4,species,Mycobacterium tuberculosis 7H9,Mycobacterium,0.041355191697558,1,TRUE
Ethionamid,536-33-4,genus,Mycobacterium,Mycobacterium,0.041355191697558,1,TRUE
Faropenem,106560-14-9,species,Streptococcus pneumoniae,Streptococcus,0.00159886757023787,1,TRUE
Faropenem,106560-14-9,genus,Streptococcus,Streptococcus,0.00159886757023787,1,TRUE
Fidaxomicin,873857-62-6,species,Clostridium difficile,Clostridium,0.00394686604516643,1,TRUE
Fidaxomicin,873857-62-6,genus,Clostridium,Clostridium,0.00394686604516643,1,TRUE
Florfenicol,73231-34-2,species,Actinobacillus pleuropneumoniae,Actinobacillus,0.01859233589936123,0.13333333333333333,FALSE
Florfenicol,73231-34-2,genus,Actinobacillus,Actinobacillus,0.01859233589936123,0.18181818181818182,FALSE
Florfenicol,73231-34-2,species,Arcanobacterium pyogenes,Arcanobacterium,0.05116957587665748,0.4666666666666667,FALSE
Florfenicol,73231-34-2,genus,Arcanobacterium,Arcanobacterium,0.05116957587665748,0.5454545454545454,FALSE
Florfenicol,73231-34-2,species,Bordetella bronchiseptica,Bordetella,0.11019907038829913,0.5333333333333333,FALSE
Florfenicol,73231-34-2,genus,Bordetella,Bordetella,0.11019907038829913,0.6363636363636364,FALSE
Florfenicol,73231-34-2,species,Campylobacter coli,Campylobacter,0.05049616972220639,0.4,FALSE
Florfenicol,73231-34-2,species,Campylobacter jejuni,Campylobacter,0.03380996504328137,0.26666666666666666,FALSE
Florfenicol,73231-34-2,genus,Campylobacter,Campylobacter,0.04131916907595555,0.45454545454545453,FALSE
Florfenicol,73231-34-2,species,Enterococcus faecalis,Enterococcus,0.20188430518549205,0.8,FALSE
Florfenicol,73231-34-2,species,Enterococcus faecium,Enterococcus,0.23065944021334103,1,FALSE
Florfenicol,73231-34-2,genus,Enterococcus,Enterococcus,0.21579277286773277,0.9090909090909091,FALSE
Florfenicol,73231-34-2,species,Escherichia coli,Escherichia,0.22986611820532765,0.9333333333333333,FALSE
Florfenicol,73231-34-2,genus,Escherichia,Escherichia,0.22986611820532765,1,FALSE
Florfenicol,73231-34-2,species,Haemophilus parasuis,Haemophilus,0.02006438281617095,0.2,FALSE
Florfenicol,73231-34-2,genus,Haemophilus,Haemophilus,0.02006438281617095,0.2727272727272727,FALSE
Florfenicol,73231-34-2,species,Mannheimia haemolytica,Mannheimia,0.03463717904310184,0.3333333333333333,FALSE
Florfenicol,73231-34-2,genus,Mannheimia,Mannheimia,0.03463717904310184,0.36363636363636365,FALSE
Florfenicol,73231-34-2,species,Pasteurella multocida,Pasteurella,0.01800484102282029,0.06666666666666667,FALSE
Florfenicol,73231-34-2,genus,Pasteurella,Pasteurella,0.01800484102282029,0.09090909090909091,FALSE
Florfenicol,73231-34-2,species,Salmonella enterica,Salmonella,0.1889772794843363,0.7333333333333333,FALSE
Florfenicol,73231-34-2,genus,Salmonella,Salmonella,0.1889772794843363,0.7272727272727273,FALSE
Florfenicol,73231-34-2,species,Staphylococcus aureus,Staphylococcus,0.22313404766716316,0.8666666666666667,FALSE
Florfenicol,73231-34-2,species,Staphylococcus hyicus,Staphylococcus,0.1778855605263773,0.6,FALSE
Florfenicol,73231-34-2,species,Staphylococcus pseudintermedius,Staphylococcus,0.1838102985196798,0.6666666666666666,FALSE
Florfenicol,73231-34-2,genus,Staphylococcus,Staphylococcus,0.19395104632647336,0.8181818181818182,FALSE
Fluconazole,86386-73-4,species,Candida albicans EUCAST,Candida,0.01291414198302661,0.25,FALSE
Fluconazole,86386-73-4,species,Candida dubliniensis EUCAST,Candida,0.01218658152993369,0.125,FALSE
Fluconazole,86386-73-4,species,Candida glabrata EUCAST,Candida,0.14753867020272873,0.75,FALSE
Fluconazole,86386-73-4,species,Candida guilliermondii EUCAST,Candida,0.15788716075741327,0.875,FALSE
Fluconazole,86386-73-4,species,Candida kefyr EUCAST,Candida,0.01668696275471602,0.375,FALSE
Fluconazole,86386-73-4,species,Candida krusei EUCAST,Candida,1.6104117684771917,1,FALSE
Fluconazole,86386-73-4,species,Candida parapsilosis EUCAST,Candida,0.02477946533605575,0.625,FALSE
Fluconazole,86386-73-4,species,Candida tropicalis EUCAST,Candida,0.01918175441282137,0.5,FALSE
Fluconazole,86386-73-4,genus,Candida,Candida,0.05114601811520362,1,TRUE
Flumequine,42835-25-6,species,Escherichia coli,Escherichia,0.03889139018739445,0.5,FALSE
Flumequine,42835-25-6,genus,Escherichia,Escherichia,0.03889139018739445,0.6,TRUE
Flumequine,42835-25-6,species,Mannheimia haemolytica,Mannheimia,0.01366922598036258,0.3333333333333333,FALSE
Flumequine,42835-25-6,genus,Mannheimia,Mannheimia,0.01366922598036258,0.4,TRUE
Flumequine,42835-25-6,species,Pasteurella multocida,Pasteurella,0.01115785325088116,0.16666666666666666,FALSE
Flumequine,42835-25-6,genus,Pasteurella,Pasteurella,0.01115785325088116,0.2,TRUE
Flumequine,42835-25-6,species,Salmonella enterica,Salmonella,0.04093838442598152,0.6666666666666666,FALSE
Flumequine,42835-25-6,genus,Salmonella,Salmonella,0.04093838442598152,0.8,TRUE
Flumequine,42835-25-6,species,Staphylococcus hyicus,Staphylococcus,0.11564104524621398,1,FALSE
Flumequine,42835-25-6,species,Staphylococcus pseudintermedius,Staphylococcus,0.10930774739059232,0.8333333333333334,FALSE
Flumequine,42835-25-6,genus,Staphylococcus,Staphylococcus,0.11242980993383032,1,TRUE
Fosfomycin,23155-02-4,species,Enterococcus faecalis,Enterococcus,2.1696043667396214,0.875,FALSE
Fosfomycin,23155-02-4,species,Enterococcus faecium,Enterococcus,4.194900685289953,1,FALSE
Fosfomycin,23155-02-4,species,Enterococcus spp,Enterococcus,0.8921802707441968,0.6875,FALSE
Fosfomycin,23155-02-4,genus,Enterococcus,Enterococcus,2.0099485853692083,1,FALSE
Fosfomycin,23155-02-4,species,Escherichia coli,Escherichia,0.07360134999925942,0.25,FALSE
Fosfomycin,23155-02-4,genus,Escherichia,Escherichia,0.07360134999925942,0.3333333333333333,FALSE
Fosfomycin,23155-02-4,species,Haemophilus influenzae,Haemophilus,0.04683519504872342,0.125,FALSE
Fosfomycin,23155-02-4,genus,Haemophilus,Haemophilus,0.04683519504872342,0.1111111111111111,FALSE
Fosfomycin,23155-02-4,species,Klebsiella aerogenes,Klebsiella,1.0700737128156583,0.75,FALSE
Fosfomycin,23155-02-4,species,Klebsiella pneumoniae,Klebsiella,0.3972317070524956,0.5625,FALSE
Fosfomycin,23155-02-4,genus,Klebsiella,Klebsiella,0.651971784369359,0.7777777777777778,FALSE
Fosfomycin,23155-02-4,species,Proteus mirabilis,Proteus,0.07048517687198969,0.1875,FALSE
Fosfomycin,23155-02-4,genus,Proteus,Proteus,0.07048517687198969,0.2222222222222222,FALSE
Fosfomycin,23155-02-4,species,Serratia marcescens,Serratia,0.18576264587966523,0.5,FALSE
Fosfomycin,23155-02-4,genus,Serratia,Serratia,0.18576264587966523,0.6666666666666666,FALSE
Fosfomycin,23155-02-4,species,Shigella spp,Shigella,0.08229975525738517,0.3125,FALSE
Fosfomycin,23155-02-4,genus,Shigella,Shigella,0.08229975525738517,0.4444444444444444,FALSE
Fosfomycin,23155-02-4,species,Staphylococcus aureus,Staphylococcus,0.113753170716965,0.4375,FALSE
Fosfomycin,23155-02-4,species,Staphylococcus aureus MRSA,Staphylococcus,0.04458372667240264,0.0625,FALSE
Fosfomycin,23155-02-4,species,Staphylococcus epidermidis,Staphylococcus,0.09652975839583686,0.375,FALSE
Fosfomycin,23155-02-4,species,Staphylococcus saprophyticus,Staphylococcus,2.2727509876478744,0.9375,FALSE
Fosfomycin,23155-02-4,genus,Staphylococcus,Staphylococcus,0.18263677853947943,0.5555555555555556,FALSE
Fosfomycin,23155-02-4,species,Streptococcus pneumoniae,Streptococcus,0.434174211710953,0.625,FALSE
Fosfomycin,23155-02-4,species,Streptococcus pyogenes,Streptococcus,1.8890630632879497,0.8125,FALSE
Fosfomycin,23155-02-4,genus,Streptococcus,Streptococcus,0.905639258411054,0.8888888888888888,FALSE
Fusidic acid,6990-06-3,species,Clostridium difficile,Clostridium,0.0124226764226913,0.5,FALSE
Fusidic acid,6990-06-3,genus,Clostridium,Clostridium,0.0124226764226913,0.5,TRUE
Fusidic acid,6990-06-3,species,Haemophilus influenzae,Haemophilus,0.32352000557946436,0.8571428571428571,FALSE
Fusidic acid,6990-06-3,genus,Haemophilus,Haemophilus,0.32352000557946436,0.75,TRUE
Fusidic acid,6990-06-3,species,Staphylococcus aureus,Staphylococcus,0.00680810141207022,0.14285714285714285,FALSE
Fusidic acid,6990-06-3,species,Staphylococcus aureus MRSA,Staphylococcus,0.01379065150118934,0.7142857142857143,FALSE
Fusidic acid,6990-06-3,species,Staphylococcus aureus MSSA,Staphylococcus,0.01304914374943283,0.6428571428571429,FALSE
Fusidic acid,6990-06-3,species,Staphylococcus coagulase negative,Staphylococcus,0.01302927013965647,0.5714285714285714,FALSE
Fusidic acid,6990-06-3,species,Staphylococcus coagulase negative MRSE,Staphylococcus,0.01104468782957661,0.42857142857142855,FALSE
Fusidic acid,6990-06-3,species,Staphylococcus epidermidis,Staphylococcus,0.01070962266247194,0.35714285714285715,FALSE
Fusidic acid,6990-06-3,species,Staphylococcus epidermidis MSSE,Staphylococcus,0.00740186948248126,0.21428571428571427,FALSE
Fusidic acid,6990-06-3,species,Staphylococcus haemolyticus,Staphylococcus,0.01016830153398631,0.2857142857142857,FALSE
Fusidic acid,6990-06-3,species,Staphylococcus lugdunensis,Staphylococcus,0.00456399408885863,0.07142857142857142,FALSE
Fusidic acid,6990-06-3,genus,Staphylococcus,Staphylococcus,0.00953033970681682,0.25,TRUE
Fusidic acid,6990-06-3,species,Streptococcus agalactiae,Streptococcus,0.5568459016487135,0.9285714285714286,FALSE
Fusidic acid,6990-06-3,species,Streptococcus pneumoniae,Streptococcus,0.5605504393906001,1,FALSE
Fusidic acid,6990-06-3,species,Streptococcus pyogenes,Streptococcus,0.28086610562616515,0.7857142857142857,FALSE
Fusidic acid,6990-06-3,genus,Streptococcus,Streptococcus,0.4442386620881482,1,TRUE
Gamithromycin,145435-72-9,species,Mannheimia haemolytica,Mannheimia,0.03251360493080163,0.5,TRUE
Gamithromycin,145435-72-9,genus,Mannheimia,Mannheimia,0.03251360493080163,0.3333333333333333,TRUE
Gamithromycin,145435-72-9,species,Pasteurella multocida,Pasteurella,0.03622022242188039,0.75,TRUE
Gamithromycin,145435-72-9,genus,Pasteurella,Pasteurella,0.03622022242188039,1,TRUE
Gamithromycin,145435-72-9,species,Staphylococcus hyicus,Staphylococcus,0.0381186457341347,1,TRUE
Gamithromycin,145435-72-9,species,Staphylococcus pseudintermedius,Staphylococcus,0.02937768349151472,0.25,TRUE
Gamithromycin,145435-72-9,genus,Staphylococcus,Staphylococcus,0.03346397330716404,0.6666666666666666,TRUE
Gatifloxacin,112811-59-3,species,Bacteroides fragilis,Bacteroides,0.02482681154637236,0.76,FALSE
Gatifloxacin,112811-59-3,genus,Bacteroides,Bacteroides,0.02482681154637236,0.875,FALSE
Gatifloxacin,112811-59-3,species,Enterococcus faecalis,Enterococcus,0.03104297386731634,0.8,FALSE
Gatifloxacin,112811-59-3,species,Enterococcus faecium,Enterococcus,0.07922398750402324,1,FALSE
Gatifloxacin,112811-59-3,genus,Enterococcus,Enterococcus,0.04959181559241393,1,FALSE
Gatifloxacin,112811-59-3,species,Escherichia coli,Escherichia,0.00221322825023607,0.24,FALSE
Gatifloxacin,112811-59-3,genus,Escherichia,Escherichia,0.00221322825023607,0.3125,FALSE
Gatifloxacin,112811-59-3,species,Haemophilus influenzae,Haemophilus,9.489797284063182e-4,0.08,FALSE
Gatifloxacin,112811-59-3,species,Haemophilus parainfluenzae,Haemophilus,0.00109087153426877,0.12,FALSE
Gatifloxacin,112811-59-3,genus,Haemophilus,Haemophilus,0.00101745514511282,0.125,FALSE
Gatifloxacin,112811-59-3,species,Klebsiella pneumoniae,Klebsiella,0.00285035393854443,0.32,FALSE
Gatifloxacin,112811-59-3,genus,Klebsiella,Klebsiella,0.00285035393854443,0.375,FALSE
Gatifloxacin,112811-59-3,species,Moraxella catarrhalis,Moraxella,0.00154474933899643,0.2,FALSE
Gatifloxacin,112811-59-3,genus,Moraxella,Moraxella,0.00154474933899643,0.25,FALSE
Gatifloxacin,112811-59-3,species,Morganella morganii,Morganella,0.00297739759298654,0.4,FALSE
Gatifloxacin,112811-59-3,genus,Morganella,Morganella,0.00297739759298654,0.5,FALSE
Gatifloxacin,112811-59-3,species,Neisseria gonorrhoeae,Neisseria,9.891330105848337e-5,0.04,FALSE
Gatifloxacin,112811-59-3,genus,Neisseria,Neisseria,9.891330105848337e-5,0.0625,FALSE
Gatifloxacin,112811-59-3,species,Proteus mirabilis,Proteus,0.00851281890277348,0.6,FALSE
Gatifloxacin,112811-59-3,species,Proteus vulgaris,Proteus,0.0052882217758451,0.48,FALSE
Gatifloxacin,112811-59-3,genus,Proteus,Proteus,0.00670952116737644,0.5625,FALSE
